BN/Registration Number,Designation code,Category code,Category,Sub-category code,Sub-Category,Legal name,Account name,Registration date,Language,Mailing address,City,Province,Postal code,Country,Contact Phone,Contact Email,Contact URL
119065019RR0001,C,160,Community Resource,99,Other,THE CATALINA PRESERVATION SOCIETY,THE CATALINA PRESERVATION SOCIETY,1985-11-01 0:00,1,7-9800 MCDONALD PARK ROAD,N. SAANICH,BC,V8L5W5,CA,(250)656-5016,SECRETARY@PBYCATALINA.COM,WWW.PBYCATALINA.COM
119066066RR0001,C,200,Public Amenities,9,Providing low-cost housing,OKANAGAN FALLS' HERITAGE AND MUSEUM SOCIETY,OKANAGAN FALLS' HERITAGE AND MUSEUM SOCIETY,1983-07-29 0:00,1,BOX 323,OKANAGAN FALLS,BC,V0H1R0,CA,(250)497-7047,OKHS25@TELUS.NET,
119066082RR0001,C,200,Public Amenities,99,Other,OKANAGAN HISTORICAL SOCIETY,OKANAGAN HISTORICAL SOCIETY,1971-12-08 0:00,1,"PO BOX 313, STN. MAIN",VERNON,BC,V1T6M3,CA,(250)838-9641,,
119066090RR0001,C,1,Organizations Relieving Poverty,99,Other,ADULT INTEGRATED MENTAL HEALTH SERVICES SOCIETY,ADULT INTEGRATED MENTAL HEALTH SERVICES SOCIETY,1993-04-01 0:00,1,"9 - 3151 LAKESHORE RD, STE 497",KELOWNA,BC,V1W3S9,CA,(250)868-2115,AIMHSS@SHAWCABLE.COM,
119066116RR0001,C,200,Public Amenities,9,Providing low-cost housing,OKANAGAN LANDING & DISTRICT COMMUNITY ASSOCIATION,Okanagan Landing & District Community Association,1983-10-01 0:00,1,7813 OKANAGAN LANDING ROAD,VERNON,BC,V1H1H2,CA,(250)542-2500,INFO@OKANAGANLANDING.COM,WWW.OKANAGANLANDING.COM
119066181RR0001,C,100,Core Health Care,99,Other,OKANAGAN-SIMILKAMEEN NEUROLOGICAL SOCIETY,OKANAGAN-SIMILKAMEEN NEUROLOGICAL SOCIETY,1978-12-15 0:00,1,103-550 CARMI AVE,PENTICTON,BC,V2A3G6,CA,(250)492-0295,JUDY.SENTES@OSNS.ORG,WWW.OSNS.ORG
119066827RR0001,C,200,Public Amenities,9,Providing low-cost housing,OLIVER AND DISTRICT HERITAGE SOCIETY,OLIVER AND DISTRICT HERITAGE SOCIETY,1986-01-01 0:00,1,"BOX 847, 430 FAIRVIEW RD.",OLIVER,BC,V0H1T0,CA,(250)498-4027,INFO@OLIVESHERITAGE.CA,WWW.OLIVERHERITAGE.CA
119070910RR0001,C,200,Public Amenities,99,Other,OSOYOOS MUSEUM SOCIETY,OSOYOOS MUSEUM SOCIETY,1981-01-01 0:00,1,PO BOX 791,OSOYOOS,BC,V0H1V0,CA,(250)495-2582,info@osoyoosmuseum.ca,WWW.OSOYOOSMUSEUM.CA
119075315RR0001,C,160,Community Resource,99,Other,OYSTER RIVER ENHANCEMENT SOCIETY,OYSTER RIVER ENHANCEMENT SOCIETY,1986-07-01 0:00,1,2700 MACAULAY RD.BOX 93,BLACK CREEK,BC,V9J1K8,CA,(250)337-5495,ORES1230GMAIL.COM,WWW.OYSTERRIVERENNANCEMENT.ORG
119075398RR0001,A,15,Foundations Advancing Education,2,Humanitarian assistance (outside of Canada),PACIFIC CHRISTIAN SCHOOL FOUNDATION,PACIFIC CHRISTIAN SCHOOL FOUNDATION,1987-09-01 0:00,1,201-4400 CHATTERTON,VICTORIA,BC,V8X5J2,CA,,,
119075463RR0001,C,1,Organizations Relieving Poverty,99,Other,PACIFIC IMMIGRANT RESOURCES SOCIETY,PACIFIC IMMIGRANT RESOURCES SOCIETY,1985-08-01 0:00,1,1874 KINGSWAY,VANCOUVER,BC,V5N2S7,CA,(604)298-5888,MBOUCHOUTROUCH@PIRS.BC.CA,WWW.PIRS.BC.CA
119075554RR0001,A,15,Foundations Advancing Education,2,Humanitarian assistance (outside of Canada),PACIFIC OPERA VICTORIA FOUNDATION,PACIFIC OPERA VICTORIA FOUNDATION,1987-07-06 0:00,1,925 BALMORAL RD,VICTORIA,BC,V8T1A7,CA,(250)382-1641,MWALKER@POV.BC.CA,WWW.POV.BC.CA
119075620RR0001,C,100,Core Health Care,99,Other,PACIFIC RIDING FOR DEVELOPING ABILITIES,PACIFIC RIDING FOR DEVELOPING ABILITIES,1977-01-01 0:00,1,1088 - 208TH ST,LANGLEY,BC,V2Z1T4,CA,(604)530-8717,,PRDA.CA
119075646RR0001,C,1,Organizations Relieving Poverty,99,Other,PACIFIC TRANSIT COOPERATIVE,PACIFIC TRANSIT COOPERATIVE,1983-04-01 0:00,1,208-175 EAST BROADWAY,VANCOUVER,BC,V5T1W2,CA,(604)732-7678,TIMLOUIS@TIMLOUISLAW.COM,
119078228RR0001,C,1,Organizations Relieving Poverty,99,Other,RICHMOND FOOD BANK SOCIETY,RICHMOND FOOD BANK SOCIETY,1993-07-26 0:00,1,100-5800 CEDARBRIDGE WAY,RICHMOND,BC,V6X2A7,CA,(604)271-5609,MARGARET@RICHMONDFOODBANK.ORG,WWW.RICHMONDFOODBANK.ORG
119080281RR0001,C,1,Organizations Relieving Poverty,99,Other,PARKDALE PLACE HOUSING SOCIETY,PARKDALE PLACE HOUSING SOCIETY,1977-07-26 0:00,1,100-9302 ANGUS ST,SUMMERLAND,BC,V0H1Z5,CA,,,
119087716RR0001,C,1,Organizations Relieving Poverty,99,Other,PEACHLAND AND DISTRICT RETIREMENT SOCIETY,PEACHLAND AND DISTRICT RETIREMENT SOCIETY,1969-01-01 0:00,1,5672 BEACH AVE,PEACHLAND,BC,V0H1X6,CA,(250)767-9133,50plusactivitycentre@gmail.com,
119087724RR0001,C,1,Organizations Relieving Poverty,99,Other,PEACHLAND FOOD BANK SOCIETY,PEACHLAND FOOD BANK,1983-10-01 0:00,1,6490 KEYES AVE,PEACHLAND,BC,V0H1X8,CA,(250)767-3312,,
119088532RR0001,C,100,Core Health Care,99,Other,PENDER ISLANDS HEALTH CARE SOCIETY,PENDER ISLANDS HEALTH CARE SOCIETY,1979-08-20 0:00,1,"5715 CANAL ROAD, RR#1",PENDER ISLAND,BC,V0N2M1,CA,(250)629-3326,INFO@PENDERISLANDSHEALTH.CA,WWW.PENDERISLANDHEALTH.CA
119090686RR0001,C,100,Core Health Care,99,Other,PENTICTON AND DISTRICT SOCIETY FOR COMMUNITY LIVING,PENTICTON AND DISTRICT SOCIETY FOR COMMUNITY LIVING,1967-01-01 0:00,1,180 INDUSTRIAL AVE WEST,PENTICTON,BC,V2A6X9,CA,(250)490-0200,FINANCE@PDSCL.ORG,WWW.PDSCL.ORG
119090736RR0001,C,1,Organizations Relieving Poverty,99,Other,ONESKY COMMUNITY RESOURCES SOCIETY,OneSky Community Resources Society,1987-04-01 0:00,1,330 ELLIS STREET,PENTICTON,BC,V2A4L7,CA,(250)492-5814,KHAMILTON@PDCRS.COM,WWW.PDCRS.COM
119090793RR0001,A,210,Foundations,1,"Facilitator organization supporting, improving, and enhancing the work of groups involved in the relief of poverty",SOUTH OKANAGAN SIMILKAMEEN MEDICAL FOUNDATION,SOUTH OKANAGAN SIMILKAMEEN MEDICAL FOUNDATION,1981-04-01 0:00,1,550 CARMI AVENUE,PENTICTON,BC,V2A3G6,CA,,,
119092658RR0001,C,1,Organizations Relieving Poverty,99,Other,PHOENIX TRANSITION SOCIETY,PHOENIX TRANSITION SOCIETY,1975-10-14 0:00,1,1770 11TH AVE,PRINCE GEORGE,BC,V2L3S8,CA,(250)563-7305,SHARON.PHOENIX@SHAW.CA,WWW.PHOENIXHOUSE.CA
119094159RR0001,C,1,Organizations Relieving Poverty,99,Other,PIONEER PLACE SOCIETY,PIONEER PLACE SOCIETY,1972-07-11 0:00,1,BOX 472,ENDERBY,BC,V0E1V0,CA,,,
119095198RR0001,C,160,Community Resource,6,Operating a shelter,POCO HAPPY TIMES PRESCHOOL (COUNCIL OF PARENT PARTICIPATION,POCO HAPPY TIMES PRESCHOOL (COUNCIL OF PARENT PARTICIPATION PRESCHOOLS IN BRITISH COLUMBIA),1988-03-07 0:00,1,"P.O. BOX 123, STATION MAIN, 1761 WESTMINSTER AVENUE",PORT COQUITLAM,BC,V3C3V5,CA,(604)941-8286,,WWW.POCOHAPPYTIMESPRESCHOOL.COM
119096352RR0001,C,100,Core Health Care,99,Other,ALBERNI VALLEY DRUG & ALCOHOL PREVENTION SERVICE,ALBERNI VALLEY DRUG & ALCOHOL PREVENTION SERVICE,1986-04-01 0:00,1,4260A 10TH AVE,PORT ALBERNI,BC,V9Y4X3,CA,(250)724-6166,DEBRA.ADAPS@SHAW.CA,
119097392RR0001,C,1,Organizations Relieving Poverty,99,Other,POUCE COUPE AND DISTRICT NON-PROFIT RENTAL HOUSING SOCIETY,POUCE COUPE AND DISTRICT NON-PROFIT RENTAL HOUSING SOCIETY,1987-04-01 0:00,1,P.O. BOX 498,POUCE COUPE,BC,V0C2C0,CA,(250)786-5799,TREMBLAYHOUSE@GMAIL.COM,
119097491RR0001,C,1,Organizations Relieving Poverty,99,Other,POWELL RIVER ACTION CENTRE SOCIETY,POWELL RIVER ACTION CENTRE SOCIETY,1987-12-08 0:00,1,6816B ALBERNI ST,POWELL RIVER,BC,V8A2B4,CA,(604)485-9166,PRACFOODBANK@GMAIL.COM,powellriverfoodbank.com
119097517RR0001,C,210,Foundations,2,Humanitarian assistance (outside of Canada),POWELL RIVER AND DISTRICT UNITED WAY,POWELL RIVER AND DISTRICT UNITED WAY,1981-01-01 0:00,1,PO BOX 370,POWELL RIVER,BC,V8A5C2,CA,,,
119103323RR0001,C,100,Core Health Care,99,Other,AIMHI - PRINCE GEORGE ASSOCIATION FOR COMMUNITY LIVING,AIMHI - PRINCE GEORGE ASSOCIATION FOR COMMUNITY LIVING,1978-01-01 0:00,1,950 KERRY ST,PRINCE GEORGE,BC,V2M5A3,CA,(250)564-6408,AIMHI@AIMHI.CA,WWW.AIMHI.CA
119103380RR0001,C,160,Community Resource,99,Other,NORTHERN BC CRIME STOPPERS SOCIETY,NORTHERN BC CRIME STOPPERS SOCIETY,1985-09-01 0:00,1,PO BOX 865 STN A,PRINCE GEORGE,BC,V2L4T7,CA,(250)563-4656,,
119103430RR0001,C,100,Core Health Care,99,Other,THE PRINCE GEORGE HOSPICE PALLIATIVE CARE SOCIETY,PRINCE GEORGE HOSPICE SOCIETY,1987-04-01 0:00,1,3089 CLAPPERTON ST,PRINCE GEORGE,BC,V2L5N4,CA,(250)563-2551,BGOUDREAU@HOSPICEPRINCEGEORGE.CA,WWW.HOSPICEPRINCEGEORGE.CA
119103471RR0001,C,200,Public Amenities,99,Other,PRINCE GEORGE PUBLIC LIBRARY BOARD,PRINCE GEORGE PUBLIC LIBRARY BOARD,1978-01-01 0:00,1,888 CANADA GAMES WAY,PRINCE GEORGE,BC,V2L5T6,CA,(250)563-9251,JTINDILL@PGPL.CA,WWW.PGPL.CA
119103513RR0001,C,160,Community Resource,12,Providing household items (furniture / appliances),THE PRINCE GEORGE SEXUAL ASSAULT CENTRE SOCIETY,The Prince George Sexual Assault Centre Society,1994-11-13 0:00,1,193 QUEBEC ST,PRINCE GEORGE,BC,V2L1W1,CA,(250)564-8302,LTOZER@TELUS.NET,
119103745RR0001,C,160,Community Resource,99,Other,PRINCE RUPERT MARINE RESCUE SOCIETY,PRINCE RUPERT MARINE RESCUE SOCIETY,1986-04-30 0:00,1,P.O. BOX 814 STN MAIN,PRINCE RUPERT,BC,V8J3Y1,CA,(250)622-9585,MARKO.KESSLER@PRINCERUPERT.CA,
119103810RR0001,C,1,Organizations Relieving Poverty,99,Other,NORTH COAST TRANSITION SOCIETY,NORTH COAST TRANSITION SOCIETY,1981-04-01 0:00,1,1402 PARK AVENUE,PRINCE RUPERT,BC,V8J3W6,CA,,,
119103885RR0001,C,200,Public Amenities,12,Providing household items (furniture / appliances),PRINCETON & DISTRICT MUSEUM AND ARCHIVES SOCIETY,PRINCETON AND DISTRICT MUSEUM AND ARCHIVES,1978-01-01 0:00,1,BOX 281,PRINCETON,BC,V0X1W0,CA,(250)295-7588,PRINCETONMUSEUM@GMAIL.COM,PRINCETONMUSEUM.ORG
119105443RR0001,C,1,Organizations Relieving Poverty,99,Other,PRO-LIFE SOCIETY OF COMOX VALLEY,PRO-LIFE SOCIETY OF COMOX VALLEY,1980-09-22 0:00,1,2018 DZINI ROAD,BLACK CREEK,BC,V9J1H1,CA,,,
119106623RR0001,C,110,Supportive Health Care,99,Other,PYTHIAN CEREBRAL PALSY COMMITTEE,PYTHIAN CEREBRAL PALSY COMMITTEE,1967-01-01 0:00,1,530 AILSA AVENUE,PORT MOODY,BC,V3H1A6,CA,,,
119106789RR0001,C,200,Public Amenities,99,Other,QUALICUM BEACH HISTORICAL AND MUSEUM SOCIETY,QUALICUM BEACH HISTORICAL AND MUSEUM SOCIETY,1984-03-29 0:00,1,587 BEACH RD,QUALICUM BEACH,BC,V9K1K7,CA,(250)752-5533,QBMUSEUM@SHAW.CA,QBMUSEUM.CA
119106805RR0001,C,1,Organizations Relieving Poverty,99,Other,QUALICUM - PARKSVILLE KIWANIS HOUSING SOCIETY,QUALICUM - PARKSVILLE KIWANIS HOUSING SOCIETY,1985-09-01 0:00,1,PO BOX 138,QUALICUM BEACH,BC,V9K1S7,CA,(250)752-9526,SRODWAY@SHAW.CA,
119107456RR0001,A,210,Foundations,1,"Facilitator organization supporting, improving, and enhancing the work of groups involved in the relief of poverty",QUEEN'S PARK HEALTHCARE FOUNDATION,Queen's Park Healthcare Foundation,1983-04-20 0:00,1,315 MCBRIDE BLVD,NEW WESTMINISTER,BC,V3L5E8,CA,(604)517-8661,QPHFOUNDATION@FRASERHEALTH.CA,WWW.QPHF.ORG
119107712RR0001,C,100,Core Health Care,99,Other,QUESNEL AND DISTRICT CHILD DEVELOPMENT CENTRE ASSOCIATION,QUESNEL AND DISTRICT CHILD DEVELOPMENT CENTRE ASSOCIATION,1977-01-01 0:00,1,300 - 488 MCLEAN ST,QUESNEL,BC,V2J2P2,CA,(250)992-2481,LYNNM@QUESNELCDC.COM,QUESNELCDC.COM
119107753RR0001,C,100,Core Health Care,6,Operating a shelter,QUESNEL & DISTRICT HOSPICE PALLIATIVE CARE ASSOCIATION,QUESNEL & DISTRICT HOSPICE PALLIATIVE CARE ASSOCIATION,1987-09-01 0:00,1,BOX 4537,QUESNEL,BC,V2J3J8,CA,(250)747-2954,,
119107795RR0001,C,1,Organizations Relieving Poverty,99,Other,QUESNEL TILLICUM SOCIETY NATIVE FRIENDSHIP CENTRE,QUESNEL TILLICUM SOCIETY,1974-03-21 0:00,1,319 NORTH FRASER DR,QUESNEL,BC,V2J1Y9,CA,(250)992-8347,,
119112126RR0001,C,160,Community Resource,99,Other,RECYCLING COUNCIL OF BRITISH COLUMBIA,RECYCLING COUNCIL OF BRITISH COLUMBIA,1985-01-01 0:00,1,10-119 WEST PENDER STREET,VANCOUVER,BC,V6B1S5,CA,(604)683-6009,RCBC@RCBC.CA,RCBC.CA
119115558RR0001,C,1,Organizations Relieving Poverty,99,Other,RENFREW/COLLINGWOOD SENIORS SOCIETY,RENFREW/COLLINGWOOD SENIORS SOCIETY,1977-01-01 0:00,1,2970 EAST 22ND AVE,VANCOUVER,BC,V5M2Y4,CA,(604)430-1441,dclarke@rencollseniors.ca,WWW.RENCOLLSENIORS.CA
119117844RR0001,A,210,Foundations,1,"Facilitator organization supporting, improving, and enhancing the work of groups involved in the relief of poverty",REVELSTOKE DISTRICT HEALTH FOUNDATION,REVELSTOKE DISTRICT HEALTH FOUNDATION,1985-04-01 0:00,1,PO BOX 2421,REVELSTOKE,BC,V0E2S0,CA,(250)837-4054,,
119117893RR0001,C,160,Community Resource,99,Other,REVELSTOKE WOMEN'S SHELTER SOCIETY,REVELSTOKE WOMEN'S SHELTER SOCIETY,1987-01-01 0:00,1,PO BOX 1150,REVELSTOKE,BC,V0E2S0,CA,,,
119118438RR0001,A,210,Foundations,1,"Facilitator organization supporting, improving, and enhancing the work of groups involved in the relief of poverty",ROTARY CLUB OF VANCOUVER HEARING FOUNDATION,ROTARY CLUB OF VANCOUVER HEARING FOUNDATION,1987-07-08 0:00,1,PO BOX 75589 RPO EDGEMONT,NORTH VANCOUVER,BC,V7R4X1,CA,(604)685-0481,ROTARYVAN167@GMAIL.COM,
119118883RR0001,A,210,Foundations,1,"Facilitator organization supporting, improving, and enhancing the work of groups involved in the relief of poverty",RICHMOND HOSPITAL FOUNDATION,RICHMOND HOSPITAL FOUNDATION,1987-07-20 0:00,1,7000 WESTMINSTER HWY,RICHMOND,BC,V6X1A2,CA,(604)244-5205,NATALIE.MEIXNER@VCH.CA,WWW.RICHMONDHOSPITALFOUNDATION.COM
119119022RR0001,C,200,Public Amenities,99,Other,LONDON HERITAGE FARM SOCIETY,LONDON HERITAGE FARM SOCIETY,1979-10-01 0:00,1,6511 DYKE RD,RICHMOND,BC,V7E3R3,CA,(604)271-5220,LONDONHF@TELUS.NET,WWW.LONDONHERITAGEFARM.CA
119119055RR0001,C,1,Organizations Relieving Poverty,99,Other,"RICHMOND CARES, RICHMOND GIVES SOCIETY","Richmond Cares, Richmond Gives Society",1979-01-01 0:00,1,190 7000 MINORU BLVD,RICHMOND,BC,V6Y3Z5,CA,(604)279-7020,INFO@RCRG.ORG,WWW.RCRG.ORG
119119279RR0001,B,210,Foundations,2,Humanitarian assistance (outside of Canada),RICHTER ENDOWMENT FUND,RICHTER ENDOWMENT FUND,1978-01-01 0:00,1,"PO BOX 10085, LCD PACIFIC CENTRE",VANCOUVER,BC,V7Y1B6,CA,,,
119119576RR0001,C,100,Core Health Care,99,Other,RIDGE MEADOWS ASSOCIATION FOR COMMUNITY LIVING,THE RIDGE MEADOWS ASSOCIATION FOR COMMUNITY LIVING,1967-01-01 0:00,1,11641 224 ST,MAPLE RIDGE,BC,V2X6A1,CA,(604)467-8700,RICHARD.BEECHER@RMACL.ORG,WWW.RMACL.ORG
119119600RR0001,C,160,Community Resource,99,Other,RIDGE MEADOWS RECYCLING SOCIETY,RIDGE MEADOWS RECYCLING SOCIETY,1986-01-01 0:00,1,BOX 283,MAPLE RIDGE,BC,V2X7G2,CA,(604)463-5214,KIM@RMRECYCLING.ORG,RMRECYCLING.ORG
119119816RR0001,C,1,Organizations Relieving Poverty,99,Other,BILL RIGBY MEMORIAL SOCIETY,BILL RIGBY MEMORIAL SOCIETY,1982-01-01 0:00,1,1 FLR-326 12 ST,NEW WESTMINSTER,BC,V3M4H6,CA,,,
119121143RR0001,C,100,Core Health Care,99,Other,PIONEER COMMUNITY LIVING ASSOCIATION,PIONEER COMMUNITY LIVING ASSOCIATION,1981-01-01 0:00,1,220 SHERBROOKE ST,NEW WESTMINSTER,BC,V3L3M2,CA,(604)525-2084,MARKZ@PCLASERVICES.CA,WWW.PCLASERVICES.CA
119121317RR0001,B,1,Organizations Relieving Poverty,99,Other,THE RIX FAMILY FOUNDATION,THE RIX FAMILY FOUNDATION,1977-10-17 0:00,1,101 - 4606 CANADA WAY,BURNABY,BC,V5G1K5,CA,,,
119121416RR0001,B,210,Foundations,1,"Facilitator organization supporting, improving, and enhancing the work of groups involved in the relief of poverty",ROBERT ALEXANDER STEWART MEMORIAL TRUST,ROBERT ALEXANDER STEWART MEMORIAL TRUST,1979-11-13 0:00,1,"PO BOX 10085, LCD PACIFIC CENTRE",VANCOUVER,BC,V7Y1B6,CA,,,
119123479RR0001,C,1,Organizations Relieving Poverty,99,Other,OAK BAY KIWANIS ROSE MANOR SOCIETY,OAK BAY KIWANIS ROSE MANOR SOCIETY,1967-01-01 0:00,1,857 RUPERT TERRACE,VICTORIA,BC,V8V3E5,CA,(250)383-0414,SAMANTHA@ROSEMANOR.CA,ROSEMANOR.CA
119124105RR0001,C,15,Foundations Advancing Education,2,Humanitarian assistance (outside of Canada),ROSSLAND-TRAIL RIGHT TO LIFE SOCIETY,ROSSLAND-TRAIL RIGHT TO LIFE SOCIETY,1982-08-23 0:00,1,BOX 1006,ROSSLAND,BC,V0G1Y0,CA,(250)362-5767,TRPROLIFE@SHAW.CA,
119124493RR0001,C,210,Foundations,2,Humanitarian assistance (outside of Canada),ROTARY CLUB OF BURNABY FOUNDATION,ROTARY CLUB OF BURNABY FOUNDATION,1982-10-14 0:00,1,"PO 80001, STN S",BURNABY,BC,V5H3X1,CA,(804)434-5158,PETERKBEYNON@GMAIL.COM,
119125060RR0001,A,210,Foundations,2,Humanitarian assistance (outside of Canada),ROTARY CLUB OF NANAIMO CHARITABLE SOCIETY,ROTARY CLUB OF NANAIMO CHARITABLE SOCIETY,1987-07-01 0:00,1,P. O. BOX 405 STN MAIN,NANAIMO,BC,V9R5L3,CA,(250)753-8251,LYNNE.PANKRATZ@MNP.CA,
119128825RR0001,C,1,Organizations Relieving Poverty,99,Other,THE ROYAL CITY LEGION HOUSING SOCIETY,THE ROYAL CITY LEGION HOUSING SOCIETY,1983-01-01 0:00,1,108 - 505 SIXTH AVE,NEW WESTMINSTER,BC,V3L5H3,CA,(778)554-4688,ENNIS.SL@HOTMAIL.COM,
119128866RR0001,A,210,Foundations,1,"Facilitator organization supporting, improving, and enhancing the work of groups involved in the relief of poverty",ROYAL COLUMBIAN HOSPITAL FOUNDATION,ROYAL COLUMBIAN HOSPITAL FOUNDATION,1978-04-01 0:00,1,330 EAST COLUMBIA STREET,NEW WESTMINSTER,BC,V3L3W7,CA,(604)520-4438,,WWW.RCHCARES.COM
119128890RR0001,C,15,Foundations Advancing Education,2,Humanitarian assistance (outside of Canada),ROYAL COMMONWEALTH SOCIETY MAINLAND OF B.C. BRANCH EDUCATIONAL FUND,"THE ROYAL COMMONWEALTH SOCIETY, MAINLAND OF B.C. BRANCH - EDUCATIONAL FUND",1967-01-01 0:00,1,816-402 WEST PENDER STREET,VANCOUVER,BC,V6B1T6,CA,(604)683-3201,SHAWNWADE@HOTMAIL.COM,
119128965RR0001,A,210,Foundations,1,"Facilitator organization supporting, improving, and enhancing the work of groups involved in the relief of poverty",ROYAL INLAND HOSPITAL FOUNDATION,ROYAL INLAND HOSPITAL FOUNDATION,1983-07-01 0:00,1,311 COLUMBIA STREET,KAMLOOPS,BC,V2C2T1,CA,,,
119129039RR0001,C,160,Community Resource,99,Other,"ROYAL LIFE SAVING SOCIETY CANADA,BRITISH COLUMBIA AND YUKON BRANCH AND/OR LA SOCIETE ROYALE DE SAUVETAGE DU CANADA,DIVISION C B ET YUKON",THE ROYAL LIFE SAVING SOCIETY CANADA BRITISH COLUMBIA AND YUKON BRANCH,1979-01-01 0:00,1,112-3989 HENNING DR,BURNABY,BC,V5C6N5,CA,,,
119130508RR0001,C,200,Public Amenities,99,Other,SAANICH HISTORICAL ARTIFACTS SOCIETY,SAANICH HISTORICAL ARTIFACTS SOCIETY,1980-01-01 0:00,1,7321 LOCHSIDE DRIVE,SAANICHTON,BC,V8M1W4,CA,(250)652-5522,SHAS@SHAS.CA,WWW.HORIZON.BC.CA/
119130540RR0001,A,210,Foundations,1,"Facilitator organization supporting, improving, and enhancing the work of groups involved in the relief of poverty",SAANICH PENINSULA HOSPITAL AND HEALTHCARE FOUNDATION,SAANICH PENINSULA HOSPITAL AND HEALTHCARE FOUNDATION,1986-01-01 0:00,1,2166 MOUNT NEWTON CROSS ROAD,VICTORIA,BC,V8M2B2,CA,(250)652-7531,,WWW.SPHF.CA
119133551RR0001,C,200,Public Amenities,99,Other,SALT SPRING ISLAND PUBLIC LIBRARY ASSOCIATION,SALT SPRING ISLAND PUBLIC LIBRARY ASSOCIATION,1978-01-01 0:00,1,129 MCPHILLIPS AVE,SALT SPRING ISLAND,BC,V8K2T6,CA,(250)537-4666,LIBRARIAN@SALTSPRINGLIBRARY.COM,SALTSPRING.BCLIBRARY.CA
119133577RR0001,C,200,Public Amenities,9,Providing low-cost housing,SALT SPRING ISLAND WATER PRESERVATION SOCIETY,SALT SPRING ISLAND WATER PRESERVATION SOCIETY,1983-01-01 0:00,1,PO BOX 555 STN GANGES,SALT SPRING ISLAND,BC,V8K2W2,CA,(250)537-1577,SSIWPS@GMAIL.COM,WWW.SSIWATERPRESERVATIONSOCIETY.CA
119138493RR0001,C,100,Core Health Care,99,Other,SAMARITAN CHILDREN'S CHARITABLE FOUNDATION,SAMARITAN CHILDREN'S CHARITABLE FOUNDATION,1986-09-10 0:00,1,203 - 815 HORNBY ST,VANCOUVER,BC,V6Z2E6,CA,(604)925-1033,,
119138717RR0001,C,1,Organizations Relieving Poverty,99,Other,SANCTA MARIA HOUSE ASSOCIATION,SANCTA MARIA HOUSE ASSOCIATION,1967-01-01 0:00,1,2056 WEST 7TH AVENUE,VANCOUVER,BC,V6J1T4,CA,,,
119138832RR0001,B,210,Foundations,2,Humanitarian assistance (outside of Canada),THE JOHN A. SANDERSON AND FAMILY TRUST,THE JOHN A. SANDERSON AND FAMILY TRUST,1983-01-01 0:00,1,"(THE CANADA TRUST CO.), PO BOX 10085",VANCOUVER,BC,V7Y1B6,CA,(519)667-3414,,
119141497RR0001,C,160,Community Resource,99,Other,SATELLITE VIDEO EXCHANGE SOCIETY,THE SATELLITE VIDEO EXCHANGE SOCIETY,1981-01-01 0:00,1,2625 KASLO ST,VANCOUVER,BC,V5M3G9,CA,(604)872-8337,ADMIN@VIVOMEDIAARTS.COM,WWW.VIVOMEDIAARTS.COM
119142537RR0001,C,160,Community Resource,99,Other,SCHARA TZEDECK CEMETERY BOARD,SCHARA TZEDECK CEMETERY BOARD,1986-10-01 0:00,1,2345 MARINE DR,NEW WESTMINSTER,BC,V3M6R8,CA,(604)723-2277,,
119143212RR0001,B,210,Foundations,2,Humanitarian assistance (outside of Canada),SCOTT PAPER LIMITED EMPLOYEES CHARITY TRUST,Kruger Products L.P. Employees Charity Trust,1968-01-01 0:00,1,P.O. BOX 760,NEW WESTMINSTER,BC,V3L4Z9,CA,(604)520-9249,VALERIEWILKINS@KRUGERPRODUCTS.CA,
119143980RR0001,C,200,Public Amenities,99,Other,SECHELT PUBLIC LIBRARY ASSOCIATION,SECHELT PUBLIC LIBRARY ASSOCIATION,1983-01-01 0:00,1,PO BOX 2104,SECHELT,BC,V0N3A0,CA,(604)885-3260,MARGARET.HODGINS@SECHELT.BCLIBRARY.CA,WWW.SECHELT.BC.LIBRARIES.COOP
119144772RR0001,C,1,Organizations Relieving Poverty,99,Other,SEMIAHMOO HOUSE SOCIETY,SEMIAHMOO HOUSE SOCIETY,1981-04-01 0:00,1,15306 24 AVENUE,SURREY,BC,V4A2J1,CA,(604)536-1242,E.POWELL@SHSBC.CA,
119145175RR0001,C,1,Organizations Relieving Poverty,99,Other,SENIOR CITIZENS HOUSING OF SOUTH SURREY,SENIOR CITIZENS HOUSING OF SOUTH SURREY,1988-11-14 0:00,1,5956-176A ST,SURREY,BC,V3S4H8,CA,,,
119145399RR0001,C,160,Community Resource,99,Other,SENIORS SERVING SENIORS ASSOCIATION OF BRITISH COLUMBIA,SENIORS SERVING SENIORS ASSOCIATION OF BRITISH COLUMBIA,1983-07-01 0:00,1,2723 QUADRA ST,VICTORIA,BC,V8T4E5,CA,(250)382-4331,INFO@SENIORSSERVINGSENIORS.BC.CA,WWW.SENIORSSERVINGSENIORS.BC.CA
119145480RR0001,C,15,Foundations Advancing Education,2,Humanitarian assistance (outside of Canada),SENTINEL SCHOLARSHIP FUND,SENTINEL SCHOLARSHIP FUND,1967-01-01 0:00,1,1075 21ST ST,WEST VANCOUVER,BC,V7V4A9,CA,(604)981-1000,,WWW.SD45.BC.CA
